book_id,title,author,genre,language,summary,complexity_score
5172,Rigel Sang Penyelamat: Planet Misterius,DeLiang Al-Farabi,Fiction|Fantasi,id,"Rigel, seorang anak laki-laki berusia delapan tahun, hidup di sebuah keluarga yang sederhana. Dia anak yang pintar, meski terkadang agak ceroboh. Namun, dia bukan anak manusia seutuhnya. Ada yang tersembunyi dalam dirinya. Semuanya bermula ketika Rigel tengah bermain dengan riang gembira di hangat sinar matahari, hingga sebuah peristiwa ganjil mengubah seluruh hidupnya. Di balik hutan misterius, Rigel menemukan sebuah planet fantastis, yang tidak pernah terbayangkan oleh siapa pun. Namun, kehadiran para monster jahat mengancam kehidupan planet itu. Waktunya nyaris habis. Rigel harus melawan para monster demi melindungi planet itu. Dia membutuhkan beberapa teman untuk membantunya, tapi teman seperti apa? Mampukah Rigel menyelamatkan planet misterius itu?",
5173,Grebekan Di Hotel Tiga Mawar,Augusto De Angelis,Fiction|Fantasi,id,"Larik-larik panjang air hujan yang sedang tercurah terlihat keperakan dalam sorot lampu-lampu depan mobil. Kabut menyebar bergumpal-gumpal, terasa menggosok kulit muka. Ada pawai payung di sepanjang trotoar. Ada mobil-mobil di tengah jalan, beberapa kereta kuda, dan trem yang sarat penumpang. Pada pukul enam sore, Milan diselimuti kegelapan pada hari-hari pertama di bulan Desember. Tiga orang perempuan berlari cepat, seperti didorong embusan angin kencang, mencari celah yang memungkinkan untuk menerobos kerumunan para pejalan kaki. Ketiganya berbaju hitam-hitam, mode zaman awal perang, dan topi topi berkasa kecil yang mereka kenakan bertabur mutiara. Tangan-tangan mereka terbungkus sarung tangan yang separuhnya berjaring-jaring, dan menggenggam gagang payung dengan cara yang sama, tangan kanan mereka berjari kurus-kurus-mencengkeramnya seperti sedang memegang pentungan. Perawakan mereka bungkuk, mata mereka terang dan waspada, dan dengan dagu dan hidung terdongak ketiga perempuan itu seperti sedang membelah kerumunan orang kabut tebal, dan derasnya hujan. Pikiran De Vincenzi berkelana. Dia kembali mengurutkan linimasa. Layng telah dibunuh pada suatu waktu yang belum dispesifikkan, pada Senin pagi, dan tidak mungkin selewat sore hari, bahkan jika perhitungan dokter itu keliru. Jadi, bagaimana jasadnya tetap tersembunyi di dalam kamar itu tanpa seorang pun menemukannya? Apakah bisa dipercaya bahwa tidak satupun pembantu yang telah memasuki kamar itu seharian, bahwa tidak seorang pun mencermati bahwa Douglas telah raib dan tidak seorang pun mencarinya? Dia tidak turun sarapan. Tidak seorang pun melihatnya, tidak seperti rutinitas normal, dan tidak seorang pun mencemaskannya. Akan tetapi, andai benar seperti itu situasinya, bagaimana bisa pembunuhnya sudah memperhitungkan sebelum itu terjadi, dan bagaimana dia bisa mengabaikan risiko ketahuan saat melakukan penusukan? Kasus De Vincenzi kali ini memakan cukup banyak korban bahkan hingga di menit-menit terakhir. Siapa yang punya motif paling kuat dan apa tujuannya?",
5174,The Enchanted Garden 2: Misi Penyelamatan Pak Bovist,Nelly Möhle,Fiction|Fantasi,id,"Tilda dan Anni sangat gembira karena Pak Bovist ingin mengenalkan dan melatih mereka menjadi pembudidaya tanaman-tanaman ajaib. Namun, Gunnar muncul dan menuntut haknya atas kebun, tanaman ajaib, dan buku sihir keluarga. Dia bahkan tidak ragu untuk mencul",
5175,Tukar Tambah Nasib,Lia Seplia,Fiction|Fantasi,id,"“Selamat datang di Toko Tukar Tambah Nasib. Kamu bisa memperbaiki hidupmu dan menukarnya dengan kehidupan orang lain yang ingin kamu jalani. Sudah puaskah kamu dengan hidupmu? Datanglah ke toko kami.” Toko Tukar Tambah Nasib memberi kesempatan bagus kepada orang-orang yang tidak puas dengan hidupnya. Salah satunya adalah Naya Saura, seorang pegawai minimarket yang hidupnya penuh luka dan ketidakberuntungan. Toko tersebut memberi Naya privilese untuk menjalani kehidupan seperti yang selama ini ia idam-idamkan: Lala (balerina ternama), Sato (direktur sebuah perusahaan kosmetik), Meri (istri pengusaha kaya dengan dua anak yang lucu-lucu), dan Riko (koki muda yang berlimpah harta). Namun, ternyata tak ada kehidupan yang sesempurna dan berkilau kelihatannya. Ada syarat yang harus dipenuhi. Ketika Naya sadar bahwa setiap pertukaran nasib harus ditukar dengan sesuatu yang paling berharga, kehidupan siapakah yang akan ia pilih? Tukar Tambah Nasib memiliki premis cerdas serta mengandung butir-butir pemikiran berharga yang membuat kita merenung. Cerita ini pun diperkuat oleh penuturan yang matang, pas, tidak berlebihan, dan mampu memikat pembaca untuk mengikuti cerita. Sebuah cerita yang membuat kita merenung sepanjang jalan, ketika kita dibimbing penulis untuk melangkahi portal ajaib mempertanyakan nasib dan mungkin mengubahnya.",
5176,Ily,Tere Liye,Fiction|Fantasi,id,"ALO. Namaku Seli. Aku minta maaf jika kalian menunggu lama untuk tahu lanjutan ceritaku. Tidak mudah mengirim kabar terbaru dari Klan Matahari Minor. Semoga kalian tetap setia mengikuti ceritaku. Jangan protes, bilang kelamaan menunggu, nanti aku sambar pakai petir, mau? Eh, maaf, hanya bergurau. Omong-omong, apakah kalian sudah membaca bagian sebelumnya? Saat aku menerima pesan antarklan dunia paralel. Ternyata, salah satu pemimpin ekspedisi Aldebaran 40.000 tahun lalu, Cwaz, yang mengirimkan pesan itu kepadaku. Bukan melalui pesan teks, atau gambar, atau video, dia mengirimkannya lewat mimpi. Aduh, itu bukan pesan yang menyenangkan. Itu mimpi buruk. Tentang Ily. Singkat cerita, karena mimpi buruk itu aku memutuskan mencari Ily-dan Raib otomatis ikut berangkat. Ali? Si Biang Kerok itu entah apa kabarnya di SagaraS. Tidak tahu. Kami mulai menemui Ilo dan Vey, lantas mendatangi lokasi pemakaman Ily yang kosong melompong. Petualangan Raib dan Seli di klan Matahari Minor semakin genting. Petualangan ini adalah jawaban. Atas pertanyaan-pertanyaan yang belum terjawab. Juga tentang kehilangan dan menemukan. Tentang memilih dan pengorbanan. Petualangan ini juga adalah persimpangan. Apakah Raib dan Seli akan memilih jalan terbaik? Apakah mereka akan terus menjadi sahabat, atau membenci satu sama lain? Lantas bagaimana dengan Ali? Apakah dia tidak ingin bergegas pulang ke klan Bumi bertemu dengan jutaan fans-nya?",
5177,A Venom Dark And Sweet,JUDY I. LIN,Fiction|Fantasi,id,"Kekaisaran Dàxi harus menghadapi upaya kudeta. Sang Pangeran Terbuang telah kembali untuk merebut kekuasaan, menduduki takhta naga setelah meracuni banyak orang, membuat rakyat terbelenggu rasa takut. Sebagai seorang peracik teh sihir yang dipercaya Putri Kekaisaran yang sah, Zhang Ning membantu sang putri melakukan perjalanan ke seantero kekaisaran untuk mencari pihak yang masih setia kepadanya. Namun, Ning menyadari bahwa ada masalah yang lebih fatal dari sekadar perebutan kursi kaisar. Malapetaka besar akan melingkupi Dàxi, sesuatu yang kuno dan gelap telah bangkit. Semua sihir yang ada di negeri ini mungkin tidak akan cukup untuk menghentikannya agar tidak melahap seisi dunia.... ---------------- Sebuah adaptasi kisah mitologi dan seni tradisional pembuatan teh dari Cina yang dilebur dengan dunia sihir, hingga terciptalah sebuah kisah fantasi yang memikat dan sepekat secangkir teh hangat. Epilog: Ketika kecil, Kang bermimpi untuk kembali ke istana. Seorang utusan akan tiba di Lǜzhou, bagaikan semburat warna cerah di tengah langit kelabu dan bebatuan hitam. Para pemusik memainkan nada ceria dan bergembira, panji-panji berkibar ditiup angin. Sebuah tandu mengantar seorang pejabat istana berjubah biru untuk berdiri di pantai berpasir tempat semua lamunan itu sering kali terbayang di depan Kang. Sang pejabat akan membuka gulungan berhias sulaman, yang berisi titah sang kaisar. Keluarga Kang akan diminta kembali ke Jia, status mereka akan dipulihkan, dan Kang akan kembali ke kehidupannya di tengah anak-anak di istana. Namun, tidak ada utusan yang datang, impian masa kecil Kang sirna. Baru sekarang, ketika menunggu di depan gerbang utama istana, kenangan itu kembali kepadanya. Melingkupinya bagai angin utara yang pernah menerpanya, memenuhi hidungnya dengan aroma garam. Namun, Kang tahu seperti apa kenyataannya: rumah yang dia kenal semasa kanak kanak sudah lenyap. Tidak ada lagi ibu suri yang meminta pelayan dapur membawakan mereka manisan. Tidak ada lagi paman kaisar yang menunjukkan cara membuat kaligrafi di kanvas yang membentang. Tidak ada lagi putri yang membacakan risalah di depan guru mereka. Kang kembali ke sini di tengah hujan anak panah, tidak membawa apa-apa selain dusta dan kehancuran. Tak peduli seberapa besar dia ingin berpura-pura, dia tetap saja memiliki andil atas segala hal yang terjadi setelah ini.",
5178,Solo Leveling 4,Dubu/Chugong ,Fiction|Fantasi,id,"Seong Jin-woo, hunter terlemah di level E, mendapat kesempatan dari sistem rahasia yang membuatnya bisa meningkatkan levelnya. Pada awalnya, peningkatan levelnya ini masih ia rahasiakan sampai kemudian Jin-woo memutuskan untuk menguji ulang kemampuannya. Di pengujian ulang ini, ternyata Seong Jin-woo telah menjadi seorang hunter level S, level tertinggi di kalangan para hunter. Cerita karya Chugong ini pertama kali muncul di Korea Selatan dalam bentuk web novel, yang kemudian diadaptasi menjadi webtoon dan juga games. Di Indonesia, novel serta komik Solo Leveling diterbitkan oleh m&c. KELEBIHAN · Webtoonnya menjadi webtoon Korea yang paling banyak dibaca di Indonesia · Komunitas pembacanya tersebar di seluruh dunia dan juga di Indonesia · Kabarnya akan dibuat film animasinya · Novel volume pertamanya menjadi novel best seller m&c pada 2022 dan juga 2023 Sinopsis buku ke-4 Siaran langsung raid di Pulau Jeju disambut gegap gempita oleh rakyat Korea. Mereka menjadi saksi kemenangan saat kepala ratu semut terguling di tanah. Tirai pertarungan selama 4 tahun ini turun juga. Akhirnya…. Benarkah? Sebuah bayangan menghadang di pintu. Bayangan yang kemudian menumbangkan para hunter level S satu per satu. Bayangan yang memburu raja para hunter untuk membalaskan kematian ratunya. Bayangan itu pula lah yang diterjang badai aura kekuatan luar biasa dari dalam gua. Raja? Di manakah raja manusia-manusia pembunuh ratu?",
5179,Percy Jackson And The Olympians #6: The Chalice Of The Gods,Rick Riordan,Fiction|Fantasi,id,"Terkadang, aku bisa sangat membenci ayahku (baca: Poseidon). Pada usia 17, dalam kesibukanku mendaftar kuliah di Universitas Roma Baru, aku diberi tahu bahwa aku membutuhkan 3 surat rekomendasi dari 3 dewa berbeda. Untuk alasan menyebalkan: eksistensiku di dunia ini menyalahi aturan. Aku tidak layak masuk Roma Baru hanya karena ayahku melanggar perjanjian: dewa Tiga Besar tidak boleh punya anak demigod. Tentu saja Dad sangat membantu. Zeus minta 25, Dad menawar jadi 3 surat saja. Dan, aku tidak boleh menyodorkan formulir kepada para dewa. Merekalah yang harus mendatangiku, dengan misi untuk kuselesaikan (AKU BENCI MISI!). Bagian yang membuatku membenci Poseidon? Dia memasang posterku di seluruh penjuru Olympus. Foto yang diambil dari cermin kamar mandiku saat rambutku basah, dengan mata mengantuk, dan mulut menjepit sikat gigi. Foto nista yang entah diambil oleh siapa dan kini dilihat oleh semua dewa dan—aku sungguh tidak ingin membicarakannya Percy Jackson, Mengubah jadwal kencanku dengan Annabeth menjadi sesi curhat Keunggulan : - The Chalice of the Gods mengambil latar saat Percy kelas 12, selepas seri Percy Jackson and the Olympians dan sebelum seri The Trials of Apollo. Rick menulis buku ini untuk menyambut seri Percy Jackson and the Olympians yang akan tayang di Disney+. - Sampul akan mengikuti 5 sampul sebelumnya, dibuat seragam. - Akan ada 5 ilustrasi hitam-putih di dalam buku dan bookmark dalam bentuk postcard, seragam juga dengan 5 buku sebelumnya. - Buku ini kembali diceritakan dari sudut pandang “aku” Percy Jackson, dengan humor khas Percy yang digemari banyak pembaca. - Annabeth dan Grover akan kembali muncul sebagai tokoh utama dalam buku ini, dengan dewa-dewi lama dan baru yang muncul sepanjang cerita.",
5180,Khyona Di Bawah Mantra Elang Perak,Katja Brandis,Fiction|Fantasi,id,"Liburan yang Kari pikir akan menjadi sebuah kejutan ulang tahun justru berubah menjadi petaka. Saat ia dijemput oleh dua orang berkuda ke Khyona, ia kira itu adalah bagian dari rencana ibu dan saudarinya. Namun, saat orang-orang asing itu bicara soal misi pembunuhan, Kari sadar mereka menjemput orang yang salah! Sialnya, Kari tidak bisa kabur begitu saja. Salah-salah, justru nyawanya yang akan terancam. Terlebih, Khyona bukan sembarang kota, bukan sembarang dunia. Untuk bisa keluar masuk, ia membutuhkan mantra. Bagaimana Kari menyelamatkan diri? Bagaimana pula ia menyelamatkan keluarganya, yang justru bersama sang pembunuh sesungguhnya? Prolog: Ini hari yang cerah, tetapi sekarang matahari merayap ke cakrawala dan semakin dingin. Tanpa sadar pemuda itu menarik jubahnya lebih erat ke tubuhnya. Kemudian dia berjongkok untuk meletakkan tangannya di atas batu kasar dan meraba tanah, dia menyukai bagaimana batu itu terasa di telapak tangannya. Di tempat ini isi perut bumi sangat terjaga. Dia merasakan pancaran panas di dalamnya, menunggu untuk meletus. Gunung berapi itu baik-baik saja, tidak diragukan lagi. Untuk sesaat dia iri dengan betapa hidupnya gunung ini. Kadang gunung itu terlihat lebih gesit daripada dirinya. Apakah isi perut bumi yang beku akan berubah? Dia tahu api di perut bumi akan meledak ke permukaan. Imajinasinya sudah mencoba untuk menggambarkan itu, dari apa yang telah ia lihat berkali-kali sebelumnya. Namun dia segera mengabaikannya, melalui pikiran dan perasaannya, mereka bisa menjadi kenyataan dan bahayanya terlalu besar. Akan tetapi, belum tiba waktu gunung berapi ini untuk meledak. Memiliki begitu banyak kekuatan kadang melelahkan, tetapi kekuatan itu sudah menjadi bagian dirinya sejak lama. Mengapa Gunnar tidak bekerja lebih keras untuk mengendalikannya? Sial, aku seharusnya berlatih dengannya! Ya, itu sebenarnya pekerjaan orangtua kita, tapi tetap saja....",
5181,A Magic Steeped In Poison,JUDY I. LIN,Fiction|Fantasi,id,"Shénnóng-shī adalah peracik teh sihir, bakat yang dimiliki Ning sebagai warisan dari ibunya; bakat yang tidak diakui Ning karena mengundang malapetaka. Tanpa sadar, Ning menyeduh teh beracun yang menyebabkan kematian sang ibu dan membuat adiknya sekarat. Kesalahan itu terus menghantuinya, hingga muncul kabar diadakannya sayembara pencarian shénnóng-shī terbaik di Kekaisaran Dàxī. Ning rela melakukan apa pun demi menyelamatkan nyawa sang adik, termasuk membujuk putri sang kaisar. Dia pun berangkat ke ibu kota untuk mengadu nasib dengan mengikuti sayembara. Namun, dia terperangkap di antara para pesaing yang saling menjatuhkan, terjebak di tengah intrik politik berbahaya, dan bertemu seorang pemuda misterius yang membawa rahasia besar. Ning akhirnya menyadari bahwa ternyata nyawanya sendiri yang harus dipertaruhkan. Sebuah adaptasi kisah mitologi dan seni tradisional pembuatan teh dari Cina yang dilebur dengan dunia sihir, hingga terciptalah sebuah kisah fantasi yang memikat dan sepekat secangkir teh hangat. Prolog: Konon, shénnóng-shī yang asli bisa dilihat dari tangannya: telapak tangan bernoda lumpur, ujung jemari yang terluka karena duri, dan kerak tanah juga darah yang mengotori kuku. Dulu, aku selalu menatap tanganku dengan bangga. Sekarang, yang terpikir olehku hanyalah: tangan inilah yang sudah mengubur jasad ibuku sendiri.",
5182,The Heroes Of Olympus #2 : The Son Of Neptune (Republish 2023),Rick Riordan,Fiction|Fantasi,id,"Maaf, kalian pasti mencari Percy, ya? Dia bilang sedang bosan mengoceh dan muak menjadi pusat perhatian. Dia menyuruhku untuk lebih percaya diri dan berani tampil, jadi di sinilah aku. Kenalkan, namaku Frank Zhang. Mukaku mirip kelinci, tubuhku seperti beruang, dan kepribadianku serupa kura-kura. Kenapa aku mengambil perumpamaan hewan? Kalian akan tahu jawabannya setelah membaca petualanganku bersama Percy dan Hazel. Percy memelototiku, jadi aku akan bilang bahwa aku ini jago memanah. Dan, aku sungguh berharap bahwa ayahku adalah Apollo, dewa panahan. Nyatanya, ayahku adalah dewa yang dibenci banyak orang. Dia tipe ayah yang akan berkata, “Kalau kau berani macam-macam dengan anakku, kutempeleng kau sampai terlempar ke Tartarus.” Kalian pasti sudah tahu, ‘kan, siapa yang kumaksud? Demi menuntaskan misi membebaskan Maut, aku harus mencari tahu tentang kekuatanku yang diwarisi turun-temurun. Dan, itu berkaitan dengan moto keluarga Zhang: Kau bisa menjadi apa saja yang kau inginkan. Secara harfiah.",
5183,The Heroes Of Olympus #5 : The Blood Of Olympus (Republish 2023),Rick Riordan,Fiction|Fantasi,id,"Pernahkah kau merasa terbebani oleh siapa orangtuamu? Orang-orang hanya melihat keindahan luarnya. Ketenaran, kegemilangan, kejayaan, itulah yang kau dapat sebagai anak Jupiter, raja dari para dewa. Tidak ada yang memikirkan kesulitan di baliknya. Selalu dilimpahi tanggung jawab, selalu dijadikan pemimpin pasukan, selalu dibebani harapan untuk meraih kemenangan. Tidak boleh melakukan kesalahan apa pun. Tidak boleh mengenal kata menyerah. Aku, Jason, hanya ingin menjadi pemuda biasa-biasa saja. Yang boleh mengeluh, yang boleh terlihat lemah, yang boleh merasa putus asa. Yang ingin berbagi tugas demi meringankan bebannya. Bukannya aku keberatan berkorban demi teman-temanku atau terjun ke dalam misi berbahaya demi menyelamatkan dunia. Ramalan sudah menyatakannya: Karena badai atau api, dunia akan mengalami kejatuhan. Pilihannya aku atau Leo. Demi mengalahkan Gaea, salah satu dari kami akan mati. Akan lebih baik kalau orang itu adalah aku.",
5184,Classics: Black Beauty,Anna Sewel,Fiction|Fantasi,id,"Black Beauty adalah kuda hitam yang cantik. Masa mudanya dihabiskan di rumah yang penuh cinta, di tengah para sahabat dan pemilik yang menyayanginya. Nasibnya berubah ketika keluarga pemiliknya harus pindah. Black Beauty dijual dan berpindah tangan berkalikali. Dia mulai belajar bahwa tidak semua manusia berhati baik. Dia menyaksikan dan mengalami banyak hal-kasih sayang dan perlakuan kejam, kekayaan dan kemiskinan, persahabatan dan masa-masa sulit. Di tengah semua itu, Black Beauty berusaha menjalani hari-harinya sebaik mungkin, semangatnya tidak goyah, dan dia bertekad untuk bertahan...",
5185,Kucing Penyelamat Buku (The Cat Who Saved Books),Nosuke Satsukawa,Fiction|Fantasi,id,"Rintaro Natsuki hendak menutup toko buku bekas yang diwarisinya dari almarhum kakeknya. Tapi kemudian muncul seekor kucing entah dari mana. Kucing bernama Tiger ini mengajaknya untuk menyelamatkan buku-buku yang kesepian dan tidak dicintai. Buku Buku ini perlu dibebaskan dari para pemiliknya yang tak peduli. Maka dimulailah petualangan mereka ke labirin labirin aneh untuk membebaskan buku-buku. Mereka berjumpa bermacam-macam orang dalam perjalanan itu: ada pria yang membiarkan buku-bukunya mati di rak; ada pula penyiksa buku yang memotong halaman halaman buku supaya orang-orang bisa membaca cepat; dan ada penerbit yang hanya mau menerbitkan buku-buku laris. Petualangan Rintaro dan si kucing berujung pada satu tantangan yang paling berat-hanya orang-orang yang paling berani sanggup masuk ke dalam dunia di labirin terakhir Prolog: Pertama-tama, Kakek meninggal. Kisah setelahnya agak tidak masuk akal, tetapi dia tahu bahwa fakta yang satu itu seratus persen nyata. Senyata terbitnya matahari tiap pagi dan gemuruh lapar perutnya saat makan siang. Dia sudah mencoba memejamkan mata, menutupi telinga, pura-pura tak tahu apa-apa, namun kakeknya tetap tidak akan kembali. Rintaro Natsuki berdiri membisu, bergeming di hadapan realita yang kejam ini. Dari luar, Rintaro kelihatannya pemuda yang tenang dan selalu menguasai diri. Tetapi beberapa orang yang hadir di pemakaman menganggapnya menakutkan. Dia tampak terlalu tenang untuk murid SMA yang baru saja kehilangan keluarga terdekatnya dengan begitu mendadak. Dia tidak beranjak dari sudut ruang pemakaman, dan matanya terus tertuju ke foto kakeknya.",
5186,Archipelagos: Wizarding School In Nusantara,Sleepinigloo,Fiction|Fantasi,id,"Di Nusantara telah berdiri sebuah sekolah sihir yang letaknya di pulau tersembunyi di pusat Segitiga Masalembo. Sekolah itu bernama Archipelagos. Archipelagos sendiri bercerita tentang 7 anak dari dunia luar dengan masalah yang berbeda-beda. Nala sang penyihir Api. Bastian sang penyihir udara. Drio si penyihir tanah. Tanra si penyihir air. Ayu si penyihir tanaman. Sanja si penyihir binatang. Lexan si penyihir senjata. Masing-masing ketujuh anak itu, menerima surat yang membawanya ke Archipelagos. Hidup disana dengan penuh kebahagiaan ke dunia yang tak pernah mereka lihat sebelumnya. Sampai guru mereka bernama Encik Mina mengabarkan kalau mereka akan berada dalam misi khusus sebagai Orang Terpilih untuk mengalahkan Berong(musuh jahat yang melakukan eksperimen hidup abadi). Nala Gayatri anak berusia 16 tahun dengan mata sayu serta rambut bergelombang yang sekarang memakai pakaian serba hitam dan melamun memandang keluar jendela. Nala Perempuan itu baru saja berduka atas kepergian papanya tercinta. Sekarang ia resmi menjadi anak yatim-piatu. Sialnya, saat air matanya belum kering ia harus dihadapkan pada masalah baru. Bibinya, Pevita kembali setelah begitu lama menghilang demi harta kekayaan saudaranya. Nala yang walau masih remaja tahu semuanya. Tahu bahwa tantenya hanyalah sebuah petaka baru. Dalih tantenya di depan hukum adalah pengasuh sementara. Memastikan Nala tumbuh dewasa sebelum mendapatkan warisan secara resmi. Omong kosong. Profil Penulis Sleeping Igloo atau Andi Muhammad Akbar dipanggil Akbar, hobi membaca buku fantasi terjemahan juga menonton film thriller, fantasi serta berpetualang (secara virtual atau di alam bawah sadar). Saat ini ia menempuh pendidikan di Jurusan Manajemen Universitas Negeri Makassar. Bercita-cita menjadi penulis terkenal, konsultan bisnis/manajer keuangan dan dosen.",
5187,Novel The Dragon Awakening: Kebangkitan Sang Naga,Valija Zinck,Fiction|Fantasi,id,"Johann dan Janka tidak dapat memercayai penglihatan mereka ketika menemukan seekor naga yang hidup di kediaman tetangga mereka, Bu Tossilo. Di lantai delapan! Di tengah- tengah kota besar! Namun, naga itu terdampar di kediaman Bu Tossilo tanpa disengaja. Sebenarnya, ia milik sebuah perusahaan energi internasional yang punya rencana besar dengannya dan hendak mendapatkannya kembali dengan cara apa pun. Tiba-tiba saja Bu Tossilo hilang tanpa jejak. Bersama-sama dengan sang naga, Janka dan Johann mulai mencarinya dan terjerumus ke dalam sebuah petualangan besar…. “Valija Zinck adalah suara baru yang mendebarkan di antara para penutur cerita di dunia ini. Andai di masa kecil dulu saya mendengarnya berbisik dari rak-rak buku perpustakaan saya, saya akan merasa seperti seorang pemburu harta karun yang berhasil dan saya akan langsung membawanya pulang.”",
5188,Novel The Enchanted Garden: Rahasia Sang Biru,Nelly Möhle,Fiction|Fantasi,id,"Johann dan Janka tidak dapat memercayai penglihatan mereka ketika menemukan seekor naga yang hidup di kediaman tetangga mereka, Bu Tossilo. Di lantai delapan! Di tengah-tengah kota besar! Namun, naga itu terdampar di kediaman Bu Tossilo tanpa disengaja. Sebenarnya, ia milik sebuah perusahaan energi internasional yang punya rencana besar dengannya dan hendak mendapatkannya kembali dengan cara apa pun. Tiba-tiba saja Bu Tossilo hilang tanpa jejak. Bersama-sama dengan sang naga, Janka dan Johann mulai mencarinya dan terjerumus ke dalam sebuah petualangan besar…. “Valija Zinck adalah suara baru yang mendebarkan di antara para penutur cerita di dunia ini. Andai di masa kecil dulu saya mendengarnya berbisik dari rak-rak buku perpustakaan saya, saya akan merasa seperti seorang pemburu harta karun yang berhasil dan saya akan langsung membawanya pulang.”",
5189,Lumpu,Tere Liye,Fiction|Fantasi,id,"Lumpu ini adalah buku ke-11 dari serial Bumi petualangan dunia paralel karya Tere Liye. Sebenarnya, novel ini merupakan kelanjutan kisah dari novel Selena dan Nebula maka bagi yang belum membaca novel Selena dan Nebula, alangkah baiknya baca terlebih dahulu kedua novel tersebut agar paham akan alur cerita dalam Lumpu. Pada novel setebal 368 halaman ini, kembali mengisahkan petualangan serta penjelajahan Raib, Ali, dan Seli ke dunia paralel. Seperti judulnya, pada seri kali ini pun mereka melakukan perjalanan dalam menghadapi Lumpu sebagai misi penyelamatan Miss Selena, guru Matematika mereka. Yuk simak sinopsisnya berikut ini! Sinopsis: Yes! Akhirnya, Raib, Seli, dan Ali kembali bertualang. Kalian sudah kangen dengan trio ini? Misi mereka adalah menyelamatkan Miss Selena, guru matematika mereka. Tapi, apakah semua berjalan mudah? Siapa yang bersedia membantu mereka? Kali ini, si genius Ali memutuskan meminta bantuan dari sosok yang tidak terduga, karena musuh dari musuh adalah teman. Apakah Raib bisa melupakan masa lalu itu dengan memaafkan Miss Selena? Bagaimana dengan Tazk? Apakah Raib bisa bertemu lagi dengan ayahnya, atau itu masih menjadi misteri? Bagaimana dengan jejak ekspedisi Klan Aldebaran 40.000 tahun lalu? Benda apa saja yang ditinggalkan oleh perjalanan besar tersebut? Pertarungan panjang telah menunggu mereka. Dan lawan mereka adalah Lumpu, petarung yang memiliki teknik unik, yaitu melumpuhkan kekuatan lawan.",
5190,Nebula,Tere Liye,Fiction|Fantasi,id,"Libur panjang berjalan seru dan menyenangkan. Setiba di rumah Paman Raf, aku menyaksikan bangunan lima lantai itu terlihat bersolek, dengan lampu hias warna warni. Itu persiapan acara pernikahan Am. Pernikahannya sendiri akan diadakan empat minggu lagi. Bibi Leh menyiapkan makan malam spesial, yang berjalan meriah. Am, Em, Im, Om, dan Um banyak bertanya tentang Akademi Bayangan Tingkat Tinggi-sambil sesekali bergurau, membuat meja ramai. Hanya Paman Raf yang menyebalkan. Dia tetap saja membahas hal-hal tidak nyambung dan tidak penting. Kamarku di loteng terasa nyaman. Bibi Leh telah mengganti seprainya, membersihkan lantainya, menyedot debu, dan sebagainya, seperti biasa. Sejak usiaku masih lima belas tahun, Bibi Leh selalu memastikan aku senang tinggal di rumahnya. Tapi itu bukan yang paling seru, melainkan besoknya. Pagi-pagi, ketika kapsul terbang datang satu per satu menjemput pekerja konstruksi, paman Raf meneriaki ku menyuruh berpisah selena dan nebula adalah buku ke-8 dan ke-9 yang menceritakan siapa orangtua Raib dalam serial petualangan dunia paralel. Dua buku ini sebaiknya dibaca berurutan. Kedua buku ini juga bercerita tentang Akademi Bayangan Tingkat Tinggi, sekolah terbaik di seluruh Klan Bulan. Tentang persahabatan tiga mahasiswa, yang diam-diam memiliki rencana bertualang ke tempat-tempat jauh. Tapi petualangan itu berakhir buruk, saat persahabatan mereka diuji dengan rasa suka, egoisme, dan pengkhianatan. Ada banyak karakter baru, tempat-tempat baru, juga sejarah dunia paralel yang diungkap. Di dua buku ini kalian akan berkenalan dengan salah satu karakter paling kuat di dunia paralel sejauh ini. Tapi itu jika kalian bisa menebaknya. Dua buku ini bukan akhir. Justru awal terbukanya kembali portal menuju Klan Aldebaran.",
5191,Emerald Pieces: The Stone and the Throne (Emerald Pieces #2),MIA A. ULFAH,Fiction|Fantasi,id,"Setelah lolos dari ibu kota yang kacau, Dipta dan rombongannya menyelamatkan diri ke Pulau Devata. Menghindari pengejaran istana dan Pendopo Jati, mereka memutuskan untuk menyeberangi pulau. Bersama mereka juga turut serta Genta, raja yang terluka parah, yang dianggap sudah tewas oleh istana. Sementara itu, Pakuan luluh lantak karena kemarahan istana. Keluarga Adinata kini berpencar: ia dan Kemala dibawa ke istana, sementara kedua putrinya berhasil melarikan diri bersama Lazuar. Dengan bantuan berita dari pewarta, Lazuar membawa keduanya bertemu kembali dengan Dipta di Pulau Devata. Banyaknya berita yang ia terima sekaligus dari Yava, termasuk mengenai orangtuanya, membuat emosi Dipta campur aduk. Berjuang bersama kelompok pemberontak, Dipta bertekad mengambil kembali Yava dari tangan istana yang keji.",
